"x1" "x2" "x3" "x4" "x5" "x6" "x7" "x8" "x9" "x10" "x11" "x12" "x13" "x14" "x15" "x16" "x17" "x18" "x19" "x20" "x21" "x22" "x23" "x24" "x25" "x26" "x27" "x28" "x29" "x30" "x31" "x32" "x33" "x34" "x35" "x36" "x37" "x38" "x39" "x40" "x41" "x42" "x43" "x44" "x45" "x46" "x47" "x48" "x49" "x50"
-0.799267892725766 5.48417102079839 3.37462404742837 -3.91151056624949 -7.48026030603796 -9.69950595404953 2.28609323035926 3.78356628585607 3.54726273566484 4.12151278462261 9.50806075707078 -3.13440599478781 -4.31890263687819 -7.60558434296399 6.72349255532026 4.11280788946897 -9.0282749151811 -3.59142582397908 2.6044242316857 4.8986410535872 -6.47634429857135 -2.0873525319621 2.88278119638562 -3.62284739501774 -3.57507693115622 3.12833153642714 -3.76860477030277 2.34047101344913 -0.886061163619161 -7.57186880800873 -7.51028187107295 5.63166185747832 4.41403490956873 -0.510896295309067 7.73452445399016 -6.24250311870128 2.46871212031692 -4.69769245013595 -4.43441940937191 -1.09919415321201 3.51302403956652 -0.159521037712693 -4.44752720184624 6.26308848150074 -3.19316557608545 -3.18949090782553 4.32358734775335 5.92920336872339 -1.33833605330437 3.77572843804955
-2.96554718632251 6.86496550682932 -3.75241061672568 -5.67657758947462 -6.8483706517145 4.93141447193921 -7.70704149734229 -3.46337621565908 -7.87009056657553 5.00655791722238 -4.2159429192543 -9.22285009175539 -5.47821356449276 9.66458052396774 -9.92179517168552 3.22790404316038 6.31623363122344 1.96814346127212 -5.24505200330168 8.32254350651056 8.82972951512784 7.15552713721991 -0.314063634723425 -5.56347155477852 -0.891681700013578 4.84510721173137 -2.53517678938806 6.94688523653895 4.15559885557741 9.65802694670856 3.68005147203803 -6.26546817366034 8.89456287492067 -6.53766439761966 -8.84483831003308 -3.33311909344047 -9.15858745574951 -7.46901934500784 -8.22388674598187 -4.37499747611582 -7.19486905261874 1.1465519014746 2.32464421540499 -2.77447208296508 -8.79066622816026 1.23780081048608 5.04613380879164 -9.7536703478545 8.35221522953361 -8.85040247347206
9.45269449148327 1.48220339789987 -7.20538021996617 -2.73705961182714 -3.5162403061986 -6.34750461671501 -8.96327254828066 -7.13032715488225 -6.48244775831699 -4.31819132529199 7.03644009772688 1.50051408447325 7.22682310268283 -2.72314244415611 -6.62547902669758 6.59773514140397 -8.60570553224534 7.47547330800444 -8.8330246321857 -4.62539059575647 -6.9269279204309 0.462838662788272 0.179615342058241 -7.72367318626493 3.35657202638686 8.47747125662863 -2.88709315937012 -7.30761394370347 2.20977292396128 1.6634347429499 6.40819029416889 4.14573153946549 -5.89891215786338 2.11815158836544 8.04485976696014 -0.315097877755761 -5.37538290489465 5.2309181727469 -5.75829349923879 -4.27374688442796 0.909478482790291 -4.27900822367519 8.85698706377298 2.19472439028323 7.32945462688804 6.71197241172194 3.06065059266984 7.91847330983728 -1.19933149311692 -0.31963664572686
6.3778665708378 -7.7922588866204 -8.64521017298102 8.95426003262401 9.93706839624792 -2.27038034703583 -1.92723813932389 -6.36656346730888 5.37489950656891 8.76973808277398 -2.36170666757971 6.98177210055292 -4.11534137558192 -4.17291554156691 -1.69267581310123 2.28276251815259 8.25595420319587 -0.0855776155367494 -3.71824052650481 -1.51939199771732 -4.41613362170756 5.01539468299598 -8.44479304272681 -8.8841342041269 9.92893694899976 6.41576820518821 -5.75904154684395 2.01910521369427 -0.114169735461473 -4.03394489083439 -4.04607963282615 -6.11704200040549 0.248579545877874 -0.186464907601476 -9.90935331210494 -9.70626141410321 5.92178511898965 3.38054107502103 -3.76360204536468 -2.16538324486464 2.45472663082182 5.94138990156353 3.17386130802333 2.40444814786315 -0.8786675427109 -4.25810066983104 1.2827581865713 5.26577001437545 -1.25346839427948 0.627577719278634
8.68483023252338 2.16108154971153 -3.0224268278107 7.93838687241077 -3.14333256799728 4.44312075618654 -2.89213352836668 -9.61959842592478 3.00564659759402 -5.54704993031919 -1.27725267782807 -9.6139699453488 5.21300539840013 7.06628524698317 -8.36463411804289 -2.60342753492296 7.05477606039494 0.176791348494589 9.34845574665815 -6.10956801567227 4.09101337660104 -5.23999449331313 -5.42604627553374 -3.08109401259571 4.31559399701655 9.81536778621376 1.12253087107092 -1.39231157954782 2.63250988908112 -8.35779755376279 1.73253308515996 5.91667529195547 3.23382307309657 -6.47316131740808 1.0607586754486 -9.96095955837518 -7.35868175979704 -8.21328103076667 -0.00345771666616201 2.71164348814636 0.965852136723697 -6.68925545644015 9.40390151459724 6.01006746757776 -1.55408505350351 -4.48261068668216 3.94086566288024 0.0943341292440891 7.08826430607587 -2.89311555679888
-2.49548911582679 1.32480321452022 0.114187300205231 -0.204531936906278 0.793543984182179 -5.9582490939647 8.76645552460104 8.1849986827001 5.43497213628143 -0.628796587698162 9.66871624346823 -0.224324357695878 8.49190176930279 8.9894515927881 -6.93476490676403 3.76073286402971 7.24758172873408 -9.41507587675005 -7.42339241784066 -0.319455205462873 1.34579841978848 -5.12959182262421 -0.0345233222469687 -8.8480699621141 3.99501407053322 -0.195304928347468 7.57122472394258 9.16925679892302 -7.30013399850577 -8.11972339637578 2.92948643676937 6.10153510700911 -4.98664288781583 0.773235596716404 -4.95163842104375 -1.99813902843744 -7.12637845892459 -7.9110969370231 7.89063375908881 -4.97680601198226 2.82689671032131 2.72580283228308 -9.49374839197844 3.00681155174971 7.25550833158195 1.0937896091491 -6.64043456315994 -4.56778566818684 -4.98722555115819 -1.27948688808829
-9.42995703779161 -5.13508515432477 9.81603323016316 -0.421200757846236 3.82258521392941 3.33035867195576 -4.57394769415259 -0.443141353316605 0.00302590895444155 4.27245490252972 2.37458049319685 -3.9933915110305 -9.6333054965362 -0.803416864946485 1.33623142261058 -1.07419805601239 -2.39851390942931 -6.71723704785109 -6.0070606181398 3.96926682442427 7.25473421625793 0.641787159256637 5.73636715300381 8.74775098636746 1.89061366952956 0.127071929164231 -2.38523030653596 -6.66285716928542 2.12969013489783 6.21066999156028 -8.72123776003718 3.18360415287316 8.14606876578182 2.11875456850976 8.97927813231945 5.40212445426732 8.52775428909808 -4.15927493013442 0.977316088974476 5.78835787717253 -8.88244805857539 -7.55471044685692 -7.51543814782053 -7.53701240755618 0.102636413648725 -9.7582502104342 9.98442049138248 7.26237847004086 3.91847981605679 1.79905014578253
6.19865491986275 5.91548541095108 -8.64455169998109 -8.90300928615034 0.429797577671707 -6.02993825916201 2.59212728589773 -2.30043542571366 8.02402743604034 -2.05705673899502 -7.31716142036021 2.00067142490298 1.7413060599938 2.87204077467322 -4.92391512263566 -4.75366730242968 -2.09958903957158 9.385532354936 3.5392009653151 -3.4534310689196 -8.40379835106432 1.94858341943473 -2.27624702267349 1.39444708358496 -4.30925137829036 -2.01407477259636 -3.41040178202093 -6.87055379152298 -9.77664296049625 5.25791367981583 -7.4316748091951 -5.97765217535198 -0.334522859193385 6.37186632025987 7.5450143404305 -9.65817078016698 -0.0999484350904822 -2.2373116761446 3.65899823606014 -9.19217153917998 -7.39902859553695 7.00103900395334 5.6965270312503 -9.31649202480912 -8.25195575598627 5.13570393901318 8.16454204265028 4.07999445218593 -8.55174207128584 8.88110439293087
6.67835908010602 -6.10313069541007 6.91848870366812 -7.9489267943427 -1.53197154868394 7.03108655754477 2.37917130347341 -4.60549340117723 7.03443072270602 -3.77196976449341 -5.41021216660738 9.05786431860179 -7.54824623931199 2.21408008597791 -8.47620969172567 9.98920584563166 -5.73444047477096 0.31299882568419 3.02339097484946 6.35092510841787 5.83757151849568 7.69298740196973 -8.91684755217284 8.49580981768668 -8.77525947522372 4.10297987982631 -7.80600918922573 -8.0764153553173 -1.02579894009978 -6.11377639696002 2.85718511324376 6.06001974083483 -8.32301118411124 6.97788142133504 -2.47580307070166 -7.1554452739656 -9.62377002928406 8.92014323733747 7.46543881949037 3.37473547551781 -5.8788098115474 4.54767495393753 -5.96476421691477 -2.19592298846692 1.88958185259253 -2.58769260253757 6.93749760743231 -0.950932498089969 -1.97558730375022 9.46519357617944
4.74539046175778 -7.53388884942979 4.41385411657393 5.73699943255633 0.812264028936625 0.0925226556137204 -7.89843188598752 1.26870436128229 1.41618452034891 6.27695610746741 6.29263449925929 -1.98955429252237 8.82972651161253 3.38596343994141 -6.14328228868544 7.90693282149732 2.49045351520181 -1.72422884963453 9.0316464798525 -9.87871983088553 -0.928114210255444 -0.402512918226421 -9.27727519068867 -1.08532914426178 -8.9093162631616 4.69210755079985 3.31077183131129 2.14868013747036 4.52938949223608 6.54612011741847 2.49032869469374 2.94511486310512 -6.66593516245484 5.74367112480104 3.68134143296629 -1.01051918696612 3.01543558482081 -7.5933530041948 0.32665888313204 -6.1823058500886 4.0379530377686 -1.01115986704826 1.72171847429127 8.14088533632457 4.77222030982375 -1.77126802969724 -8.18015357945114 6.55246218200773 -6.99407021980733 -1.60142485052347
